Cust_ID,Acc_IBAN,Acc_BBAN,Acc_Open_Dt,Balance,Acc_Status,Acc_Type
3588,GB29XUTR76792370195216,WXKB07663695264551,2012-05-10,$7.29,Active,Savings
3588,GB45SWYO02478483596811,SKQT30844146086123,2004-09-05,$6.31,Active,Credit
3588,GB06XSQC65883017678494,HEKQ63665534452016,2009-08-13,$16.70,Freezed,Current
3588,GB33UFYE02240596620261,OHHK91252593633706,2009-02-28,"$9,431.91",Active,Savings
3588,GB91TKRP95822072305378,VBKW80514090477305,2005-07-12,$417.65,Active,Loan
3588,GB16SQJW93134328041769,MRZM11613286309419,2001-04-05,"$96,506.06",Active,Loan
3588,GB26QTTY00034304136934,FMCN59625368631350,2019-05-02,$53.65,Active,Loan
3588,GB63RLPM95001949468276,PWMN68762754298321,2012-06-01,$3.98,Dormant,Current
3588,GB75MJTI04525575786275,MFPF34622023114572,2001-06-26,$313.95,Active,Loan
3588,GB49JFGS97260072383779,QCOS36662989612376,2017-10-21,"$2,514.45",Active,Current
3588,GB10MEWN18085488526531,MAIF68721884786942,2019-07-23,"$85,098.47",Dormant,Credit
3588,GB71OAUD50561921686166,JRMM04809843078199,2005-05-21,$7.70,Freezed,Current
3588,GB26AENF10366805988986,OJOJ70017494691533,2005-10-04,$175.58,Active,Loan
3588,GB23EPBZ93694267077108,MJNL95077253456544,2016-03-22,"$39,833.62",Active,Current
3588,GB70SLXW25575266206509,PQVP95610043398221,2000-01-20,"$8,009.64",Closed,Current
3588,GB97QUVV78721261593050,PQKN95557745060085,2004-10-26,$80.66,Active,Loan
3588,GB35DQWR58508645961125,GRVQ26626422329369,2011-08-24,$6.36,Dormant,Current
3588,GB56TLND61814286263421,XRQA14764322055441,2011-05-28,"$2,073.21",Dormant,Savings
3588,GB71QWJT80661325123758,AKDB03236149826083,2014-11-09,$5.10,Closed,Loan
3588,GB66CRFJ27333595149871,YKVH87552292953656,2003-01-12,$0.67,Active,Current
3588,GB46DDMH48247637976025,YLUW55000698688233,2012-06-10,"$2,859.23",Active,Current
3588,GB13RTIY13042994235401,WJGW19077464666518,2017-12-12,"$26,979.56",Freezed,Credit
3588,GB92WXZO80018032905201,BIIZ19697588848693,2002-03-30,"$19,450.21",Active,Savings
3588,GB03SLDR28853004770068,CPXC47225459493396,2013-04-17,$998.51,Active,Credit
3588,GB05LXNY21383728117209,EHDX01911274092621,2000-10-22,$81.77,Active,Credit
3588,GB03EGIW43795421608730,TXWJ49973191614283,2005-07-14,$50.83,Active,Loan
3588,GB87BVMC99785975530035,NHGY91793993819696,2004-05-09,$435.61,Freezed,Loan
5116,GB23FQRZ96916702028187,SKOI03965494878366,2008-12-19,"$8,953.13",Freezed,Loan
9299,GB35EBYH36836106672996,UETF21108483040940,2009-12-08,$54.69,Closed,Credit
9299,GB65AJHO27068714507489,PNQJ09435988828629,2000-01-05,$7.93,Closed,Credit
9299,GB82YUAF13732489602470,OXKX59885595529919,2013-05-17,"$66,646.39",Active,Credit
9299,GB29VOAS74107869540618,OLPV36513090731522,2003-03-12,$179.35,Active,Current
9299,GB18MLAT75188049187088,PIYW85013767970617,2000-12-03,$122.94,Active,Credit
9299,GB33HHLO80004666834032,TCZK62225631646303,2019-08-14,$54.04,Active,Savings
9299,GB34CSYC66875941929490,MPGM76940296196932,2017-09-28,"$8,616.74",Active,Savings
9299,GB71FRMZ83626291975889,MLPW90278515309406,2012-11-27,$70.94,Freezed,Loan
9299,GB80UJFU00996654759156,ISLR15188086167835,2015-09-17,"$93,615.67",Active,Current
9299,GB64GGZY50955839352861,VAQU68788996303044,2011-05-01,$6.73,Active,Loan
9299,GB14ZZAV28898938374873,LMMZ54375495290042,2012-03-21,$98.81,Dormant,Savings
9299,GB64DGYQ83538785421484,BDYM92297143425382,2011-11-16,"$7,719.34",Active,Savings
9299,GB81JMDP79659981694140,HSBV36049775577814,2021-01-25,$41.69,Closed,Credit
9299,GB09XWIX81137263574527,ZTDI01800917578574,2016-08-19,"$1,983.94",Active,Credit
9299,GB90FJYE09468208668035,OSKA66027993489437,2014-02-11,$166.54,Active,Loan
9299,GB07HIMG15027508810467,AZAB23304876081959,2014-04-08,$605.10,Active,Credit
9299,GB86ZMRO21099653845859,HFTH11750526233784,2020-08-12,$58.35,Active,Savings
9299,GB89OQXF07435375970597,VQPA78684639491640,2007-01-01,$3.83,Active,Current
9299,GB23LITV47958811829497,UBDA12042093827054,2007-11-03,"$67,187.48",Dormant,Credit
9299,GB19ICCF35238463814708,OHXQ56957139170341,2021-06-30,$899.30,Active,Current
9299,GB17VKFE87336022410846,MULQ64951988901370,2009-05-27,$967.27,Active,Current
9299,GB37DHKU85596588188425,CEQL96429805542428,2013-03-17,$626.85,Active,Loan
9299,GB91XHYP24125148007105,WLXU23707246098612,2015-10-01,$362.76,Freezed,Credit
9299,GB53URBZ68840731803552,VMCD36424726346830,2008-05-19,"$8,529.00",Active,Current
9299,GB80WQEX60719795024283,COLG66015838357371,2005-10-01,$831.09,Active,Savings
9299,GB45HTME35970256119657,GLUL67382816649578,2012-02-18,"$4,339.29",Dormant,Credit
9299,GB37RTKD50754824161819,RHIV55315921431068,2005-03-30,$980.60,Dormant,Savings
9299,GB63FDVW32396440703770,LXTN28240387061833,2004-10-24,"$67,631.59",Active,Savings
9299,GB48HTGR71102885876721,FFUS32476720505139,2016-02-13,"$6,285.88",Closed,Savings
9299,GB21JXTI72829954868757,YAEJ03890102079224,2003-07-21,"$48,612.57",Closed,Savings
9299,GB63YRSY72769169290332,JGLQ19505910544722,2019-06-04,"$3,780.90",Closed,Savings
9299,GB23HVVU87852396653869,QWIO11754245145560,2019-04-22,"$7,289.62",Active,Current
9299,GB13DGLI98603075452646,FFSM04065364327356,2003-12-09,$4.32,Dormant,Savings
9299,GB39RFFN90734942316316,BAHN73535494642186,2018-05-23,$47.27,Closed,Current
9299,GB27UIXH48986207896172,AMJQ11893259599906,2018-05-12,$3.04,Closed,Loan
9299,GB75VRQE66080455513454,OXDV27038382751492,2018-03-31,$8.05,Closed,Current
468,GB56RGVX78315433216597,JJEZ09089165706462,2006-05-25,"$8,012.84",Closed,Savings
468,GB64SYLO41399866546267,DDWW31064992229357,2018-06-12,"$91,145.85",Dormant,Loan
468,GB19MVJH43020568238630,TROL75243580732961,2001-04-26,$6.19,Dormant,Savings
468,GB26FRPI35919601797261,KGUD36727400323953,2021-05-08,$50.62,Active,Current
468,GB48ITJA25854973979371,GUOJ78634361216510,2010-06-02,"$5,264.19",Active,Current
468,GB79CIHY75319572589372,WAEY64638711821539,2011-12-26,$12.26,Closed,Credit
468,GB46NJSY16588042080854,RKGG08041595135983,2004-04-22,$71.87,Active,Credit
468,GB52SPPA18489904772307,IIKW70984558306902,2001-12-15,"$4,258.93",Active,Current
468,GB27ZBZK72112620663252,JYTP04811370096356,2007-01-07,"$9,783.00",Dormant,Credit
468,GB68CUBE92943824300619,PMUD72888108407151,2001-03-30,$3.60,Active,Loan
468,GB33ZWXE02453075799385,HBAL30708342543700,2007-01-28,$1.70,Dormant,Credit
468,GB71KILE91070513229918,SSIO56654010577231,2012-06-21,$917.16,Closed,Credit
468,GB76DZLJ29440567522882,CEIN01874899431229,2014-11-11,$3.15,Closed,Current
468,GB42NWGH18992784129024,WXAF19198487602393,2004-08-21,"$18,464.42",Dormant,Savings
468,GB22PHFZ99580386870901,ZPNT96439806625131,2006-02-07,"$7,515.95",Freezed,Savings
468,GB25GCFL28905168806281,QQJY01819608400305,2000-07-20,$8.98,Closed,Credit
468,GB39YPGV54076006903484,AUUI79649074687766,2017-03-16,$88.47,Active,Savings
468,GB33YOJD36175274157838,QRGJ75592953019052,2007-09-04,$846.52,Active,Loan
468,GB33CIWG17004316471842,LRXR46777081609854,2008-04-01,$351.72,Dormant,Savings
468,GB63KBDA73956303377589,KNBB42475393990088,2011-04-18,$494.62,Active,Savings
468,GB85FUKH70959900507886,RLRE87688832696036,2016-08-18,$16.52,Active,Loan
468,GB98ARTX00686378106275,ZAXE67574181528905,2017-05-09,$4.47,Freezed,Credit
468,GB24YQQJ74690157267113,NLEW30987296389420,2004-06-17,$47.89,Active,Current
468,GB16DAQD21031112138499,VTRP70962861001329,2020-02-05,$363.68,Active,Current
468,GB24VPSF99423059375177,QWKI72455345106887,2006-06-17,$9.36,Closed,Savings
468,GB64LBQG13721780013160,OSGT17147939685698,2002-07-04,$534.22,Active,Credit
468,GB30ELVJ30153349695833,IBDK28201338887781,2001-06-01,$712.58,Active,Credit
468,GB63DTST82499755735569,LDKG71117274172984,2021-04-07,$3.56,Freezed,Current
468,GB20FFMI92050475929310,KMGH41462229244564,2004-07-25,$914.01,Active,Credit
468,GB25GAPT56711131363373,FDKO32778341055930,2000-08-26,"$5,059.91",Freezed,Credit
468,GB25AHUF06208561560665,FWPX58735141941289,2009-01-19,"$3,599.21",Closed,Savings
468,GB27KKXN55651888198613,XSAP27732939260923,2020-10-02,$840.55,Active,Current
468,GB08DJCI43792409748114,OMLZ97189851371070,2011-05-30,"$65,823.73",Closed,Loan
468,GB53CGIH59439188775261,EPGC26998026559950,2011-01-01,"$40,111.68",Active,Current
468,GB56MNVD03758467009035,YZZX34242447800569,2004-08-10,"$7,167.30",Active,Current
468,GB70KHVE77084004821686,BTGK35884191258259,2002-09-01,$68.95,Active,Savings
8047,GB82UGWJ09157024167294,MERB24260379109392,2021-03-18,"$98,523.07",Active,Loan
8047,GB21ZTOR59571677976926,ISSN11627408507005,2001-10-19,$464.05,Closed,Current
8047,GB34VNBM40430944595332,LBIE41445672532984,2006-09-14,"$4,171.85",Active,Current
8047,GB45ECKB49010331219099,FFUZ38062458338813,2010-06-18,$0.01,Active,Current
8047,GB59PARD67716370875478,SGXT22228368684307,2013-12-26,$4.58,Dormant,Loan
8047,GB80BSLT77393144051578,ELVD61891995383100,2011-09-15,"$55,411.34",Active,Savings
2251,GB20SUZQ06821401392071,KDLW50614864618855,2011-03-01,$768.32,Dormant,Credit
4444,GB45OPOZ78590222808759,NGUH45427845214102,2008-09-26,"$28,200.20",Closed,Credit
4444,GB81BOLB04460296419417,GQIB10414866188009,2017-02-04,"$9,251.39",Active,Current
4444,GB62FZHP47716259635507,UPAY68293019736544,2001-03-01,$85.17,Active,Loan
4444,GB80DQUC54122438906815,GSXM83099776596138,2014-11-29,"$2,609.18",Closed,Savings
4444,GB78UEFL98565027304222,ZBKC15542150996362,2004-07-27,"$84,402.74",Dormant,Credit
4444,GB67AHGR11778191966922,XLIY89999282303383,2011-12-09,$1.21,Active,Current
4444,GB32SGCB01030717414225,RJBC80356316292834,2017-09-20,"$69,370.31",Closed,Credit
4444,GB52WMBA53878743121448,QNYV76310859507694,2006-12-29,$449.65,Dormant,Loan
4444,GB35NOSP34689588137668,THVP99239958215885,2014-10-22,"$8,213.83",Active,Savings
4444,GB86TJIQ43043557439326,MNSO50117438798784,2002-06-28,$73.28,Active,Current
4444,GB30CHFO13548020219035,APRD26493759648000,2017-12-15,$80.74,Active,Current
4444,GB43OYXN74247779348898,LDFX40406601684334,2011-12-25,$14.42,Active,Credit
4444,GB47UUFT32416597699816,DCLM80534607952106,2005-04-13,$62.92,Active,Credit
4444,GB88ITFM00485249795588,QVEU40549972149828,2013-10-01,"$63,407.92",Active,Current
4444,GB71NTMC22318843177042,PJAD83696906515838,2016-03-23,"$40,882.68",Closed,Credit
4444,GB51OWTN35594968936502,ROAQ91203415253096,2003-01-18,$98.19,Active,Current
4444,GB13FYDM73096197421756,VXWM11698810898715,2006-05-10,$0.57,Active,Credit
4444,GB48VLUK10888770102916,HNXT48900269372954,2008-02-20,"$60,922.71",Closed,Savings
4444,GB09IZJE47776595582618,JWBA13981605154570,2010-11-19,"$31,438.00",Dormant,Loan
4444,GB15PYYK71131542936196,RIXS58551922452651,2007-08-22,$3.72,Active,Savings
4444,GB86RAGK20168051992149,XOME85837632598794,2000-06-14,$21.28,Freezed,Savings
4444,GB76AYSJ94393912519161,AASA75060001145058,2021-06-12,$64.09,Active,Savings
4444,GB08FYYW28981322485993,BXWK36258880415781,2017-05-03,$448.99,Active,Credit
4444,GB91XWAK64477761128130,WTOH53664159757893,2007-06-11,$172.18,Active,Loan
4444,GB62QWTD16515796738067,TANI75643704532526,2000-09-29,$889.37,Active,Current
4444,GB40GJPU87506304829665,KGCO76704883004242,2005-01-29,"$28,208.42",Freezed,Current
4444,GB04JDJI36557737264175,WVQE87853980270803,2018-06-08,"$3,761.14",Active,Loan
4444,GB11EWRY14294253774145,ZWBS68156152290696,2015-05-25,$3.94,Active,Loan
4444,GB03FBTW42733916805084,FSEP99247497626963,2010-05-07,"$52,180.53",Active,Savings
4444,GB88KGWP46671094097397,CCZR92064357205530,2016-03-18,"$39,240.62",Active,Loan
4444,GB53VHVL47391005303670,YRNR80098330867401,2005-06-15,"$3,571.63",Active,Credit
4444,GB42CWAJ22591159511833,PSZZ02188740655646,2015-07-05,$996.79,Active,Loan
4444,GB36ZNEB40716980623505,OHPH94866211008398,2011-01-20,"$1,256.75",Freezed,Savings
4444,GB91DRDG57502348858415,JDSH92614311680274,2016-02-05,"$58,875.85",Active,Savings
4444,GB54AXOR41415701620577,TKKM99529852059741,2007-07-13,$1.29,Dormant,Loan
4444,GB08RVVI29902515384215,WEMH58202850486698,2007-06-09,$714.52,Dormant,Loan
3391,GB35WFBO43693828427315,GRXG76001302788860,2002-10-04,$63.24,Active,Current
3391,GB14ECVS21034346244443,JFPE03336258013990,2009-05-02,$71.21,Closed,Current
3391,GB26BSQW71095817098953,ZKRM40967119109073,2016-07-23,"$5,671.96",Freezed,Savings
3391,GB72IBGV34999574716414,WSBC61829927738179,2007-03-29,"$14,342.19",Active,Current
3391,GB74BQHL90673544015076,LINR97587578058571,2016-08-24,$5.18,Active,Savings
3391,GB22YACW15800654307505,RVXE96813868497951,2003-09-05,"$73,156.39",Active,Current
6124,GB25BAAL06806230311055,SJCM20365543936199,2019-11-15,"$64,717.53",Active,Loan
6124,GB71ZHAH10259828272583,NXLA29620303720985,2006-12-30,$9.24,Closed,Loan
6124,GB64LEWW91599528435631,LBRS28407535087054,2005-06-17,$822.69,Active,Current
6124,GB71CMSF57835683064571,MUMD12541219066831,2015-03-14,"$1,701.82",Closed,Credit
6124,GB18XUQJ84785844535077,BLRZ01031919763378,2012-04-25,$1.99,Closed,Credit
6124,GB54WLQZ32587897530037,KBRF40007957840994,2007-05-03,"$23,825.09",Active,Loan
254,GB73YWHZ15628567450000,CWRH12228766234118,2004-03-04,$91.86,Freezed,Savings
4700,GB13ILBQ87388875230906,PVFO53921175563356,2001-12-11,"$76,091.92",Active,Credit
4700,GB38NFOG29126941177810,HQYF83182067432461,2017-04-12,$0.93,Active,Current
4700,GB48WNEF36793299645279,RUIM71101958506983,2006-11-11,$6.96,Freezed,Loan
4700,GB29SHGA21536481001068,IXFI43598491703722,2000-11-13,$8.17,Active,Current
4700,GB98YRQA94949328530233,LRXO20679948242585,2020-05-22,"$97,114.24",Dormant,Loan
4700,GB47KJJT91860159369234,PDUG49437800546631,2005-06-06,$0.41,Active,Credit
4700,GB91FHUP32950573738728,BMBO81600416669601,2021-07-11,$6.44,Active,Credit
4700,GB37GAAA83037473935467,WVFN11970695906432,2001-02-22,"$3,430.93",Closed,Credit
4700,GB81AYAQ36099928024291,HIZQ09000500667669,2003-07-15,"$60,962.78",Dormant,Loan
4700,GB71NSUR68621732095716,ZKWI24483483741133,2010-09-04,"$7,608.04",Active,Savings
4700,GB30AGZE05498433264508,ZEWG57767549503126,2006-04-06,"$8,748.98",Dormant,Savings
4700,GB10QEAS72226869962256,MPFB12485023404554,2003-09-14,$16.43,Closed,Loan
4700,GB80YCGW21026685677310,YWFD79132417568904,2013-08-28,$103.08,Dormant,Loan
4700,GB02KOFM63756939806696,EDVD54764636930311,2008-05-20,$800.19,Active,Savings
4700,GB51YZKR16800621160838,LSHG83524183066006,2011-01-10,$74.23,Freezed,Loan
4700,GB36QWZR14494930998166,WNWZ23344172446126,2014-01-21,"$6,929.02",Active,Credit
4700,GB79VRUP29000626974806,OCOF87190955785884,2001-08-01,$201.88,Closed,Credit
4700,GB17FYUA82748451787744,QEKR73984234777815,2013-08-12,"$31,321.93",Active,Current
4700,GB58LIBL57484372148912,RGWY03810849871909,2002-01-06,"$56,632.95",Active,Credit
4700,GB58PBGN44956115774748,EPUS26591545047646,2010-09-16,$297.81,Active,Loan
4700,GB98GYQQ23503018074779,ZWTC49504138033354,2019-01-14,$352.26,Active,Credit
4700,GB54XGKO19556424601808,CHEN20783928623878,2007-07-09,$3.52,Active,Credit
4700,GB53PDOA97951246284612,GROX53228314575410,2019-04-08,$489.36,Active,Current
4700,GB15YFUY52577481121106,DHCC49975531652937,2001-09-18,$13.47,Closed,Current
4700,GB72DZDD84395555334498,ZGUA28390938424287,2014-03-20,"$2,039.66",Active,Credit
4700,GB65LUSU08782558456105,GRVW93505884263541,2004-01-26,$8.40,Active,Savings
4700,GB30RXRF67114489488503,CJTS19500707048425,2021-06-06,$6.20,Closed,Savings
4700,GB12GFHB51475832522933,GZBN61348431982827,2000-05-12,"$89,757.52",Freezed,Current
4700,GB40NACE85293715076977,BFQG63911184621358,2013-07-15,$23.48,Active,Loan
4700,GB62GUMS32051240120739,UYLM86012602771521,2007-07-02,$198.14,Active,Current
4700,GB83ZRZJ67483615067808,LVYG44131498075390,2010-06-15,"$7,749.96",Active,Savings
4700,GB65QYKD23759996102286,FNGT52579703512160,2017-03-02,$70.39,Freezed,Current
4700,GB34GQSF87177430741222,KHUY53078478450908,2011-05-12,$64.00,Active,Savings
4700,GB14WCPO44099630182633,GIWZ45591305390506,2005-06-04,$429.42,Active,Loan
4700,GB69SCCY15178642176480,KUPG12184283621747,2000-06-25,$747.56,Closed,Current
4700,GB87AGGR50573123734111,ENNB17032877368938,2012-12-12,$228.50,Dormant,Credit
7071,GB94DLWY37871199351824,UCOL00372831772137,2020-09-22,$895.99,Closed,Credit
3712,GB49CUSN13119805692070,VOTL65164479597853,2014-08-27,$341.53,Active,Loan
3712,GB57OQQC94391507433885,ICNT53130190575391,2008-04-12,$40.22,Active,Current
3712,GB41YIOG71685428244218,LWNX07279765622560,2001-01-28,$9.38,Active,Savings
3712,GB80PYYG39913121701524,JXWV95226302943662,2012-03-11,$68.14,Freezed,Savings
3712,GB48ITNR16151557642490,BKFY68355424109291,2013-08-02,$41.31,Freezed,Loan
3712,GB34OQBH11795776823769,FLKL17029975836276,2011-03-17,$0.84,Active,Loan
